word,category
覆載,NONE
覲祖,NONE
設大宴,NONE
諄,NONE
談押護,NONE
諭令,NONE
諭噶爾丹爾使,NONE
諭爾,NONE
諭爾知,NONE
諸濟,NONE
諸陳汝咸張,NONE
軍郎,NONE
農,NONE
農不思報,NONE
農前,NONE
農所將,NONE
農至,NONE
農諾顏,NONE
追還,NONE
進務期,NONE
違,NONE
違誓,NONE
遣濟隆,NONE
遴惠,NONE
遴所尚,NONE
還所奪,NONE
金潮,NONE
閱喀爾,NONE
閻錫爵,PER
阿金,PER
降聞噶爾丹,NONE
雖末陲,NONE
難其心,NONE
預遣,NONE
領寧夏,NONE
額爾德尼,PER
額爾德尼人畜,NONE
顙,NONE
飢,NONE
鳳喀爾喀文志鯨,NONE
五級,NONE
什往,NONE
保俱革職,NONE
保往,NONE
保革職,NONE
全軍總兵,NONE
具奏殊,NONE
圖將,NONE
圖度,NONE
圖納哈為,PER
始為,NONE
威口,NONE
宿臣,NONE
察審,NONE
寧夏會,NONE
審取,NONE
將軍不聽,NONE
將軍並,NONE
將軍將,NONE
尋邁塗,NONE
巴圖爾額爾克濟農,PER
布里,NONE
往訊始,NONE
德昌,PER
怯懦,NONE
探視巴,NONE
旋即,NONE
日應,NONE
旨柏天,NONE
暫轄駐,NONE
格什員,PER
格什等,PER
泰俱降,NONE
涼州,LOC
渾烏素,NONE
牧之地,NONE
甘州,LOC
禮奉,NONE
移巴,NONE
第三日,DATE
等度,NONE
等言當,NONE
絞格什,NONE
統柏天,NONE
統柏天郁,NONE
翰,NONE
翰巧飾,NONE
翰稽遲,NONE
翰著,NONE
職乃遲,NONE
臣格,NONE
至庫克,NONE
葛思泰,PER
西去,NONE
諫將,NONE
諭令遷,NONE
議使,NONE
議覆將,NONE
軍分兵,NONE
軍機遣,NONE
農不從,NONE
農副,NONE
農必,NONE
農駐,NONE
迥,NONE
追則,NONE
追巴,NONE
逮至京,NONE
遁逃,NONE
邁塗,NONE
還臣,NONE
郁葛思,NONE
郁革,NONE
郎八員戶,NONE
院員外,NONE
隨報,NONE
難及,NONE
並前,NONE
之徒務虛名,NONE
之格,NONE
任時,NONE
來言素,NONE
兵殺,NONE
博際遣,NONE
厚重,NONE
可謂,NONE
四路,NONE
在昌寧,NONE
官柯彩,NONE
官甘肅,NONE
將陳祚昌,PER
差甘肅,NONE
性,NONE
恪慎,NONE
情理,NONE
敘免,NONE
敷奏,NONE
文端,NONE
早者,NONE
李士,NONE
林臣,NONE
格隆,NONE
正大,NONE
湖有,NONE
湖牧馬陳祚昌度,NONE
溺職,NONE
牧馬緩,NONE
皇恩,NONE
直言,NONE
等領,NONE
索諾木,PER
至昌寧,NONE
苟,NONE
著賢,NONE
葛思泰疏,NONE
親信,NONE
賢臣,NONE
農之弟,NONE
追躡百餘里,NONE
鄔赫緣,NONE
隆額,PER
隨將格隆,NONE
非若,NONE
喀布,NONE
噶邇,PER
四格,PER
漠虎爾察罕,PER
薩為,PER
遣護,NONE
一百五十三,NONE
史赫,PER
松茂道,LOC
洛昂,PER
烏闌蒿,LOC
王清賢為,NONE
碩塞為,NONE
衛既齊,PER
西哈台,PER
齊特,PER
三十一年,DATE
傅伸,PER
卿噶邇,PER
學士傅,PER
時憲歷,SYS
繼祖侍,NONE
郁為,NONE
囊伍,NONE
一項,NONE
三十二年,DATE
之年,NONE
二三年,NONE
人煙,NONE
今倉,NONE
以為,NONE
停運米,NONE
儲備民,NONE
儲米,NONE
免徵其,NONE
公議將,NONE
分府,OFF
劉順,PER
北來,NONE
同戶,NONE
周遍,NONE
困,NONE
國實,NONE
奇足供,NONE
如許,NONE
孔多,NONE
存餘,NONE
完納,NONE
將事,NONE
將騰,NONE
徵此念,NONE
急思軫,NONE
意將,NONE
數現,NONE
既現,NONE
李日,NONE
查米,NONE
根本,NONE
治道,NONE
湊集,NONE
灣副將,OFF
照省,NONE
瑞安,LOC
百貨,NONE
盧崇耀為,NONE
給放上,NONE
良苦,NONE
若足供,NONE
計,NONE
計及,NONE
調湖廣,NONE
議是,NONE
議覆京師,NONE
貴臣,NONE
起運之米,NONE
輪免,NONE
輸,NONE
逐年,NONE
運丁賴,NONE
運資生,NONE
邀聖恩者,NONE
部確,NONE
銀兩思,NONE
雜處,NONE
需則,NONE
餘米,NONE
駐防處,NONE
龍西庫,LOC
一百六十四,NONE
七千四百,NONE
人漢軍門,NONE
令積,NONE
儲蓄,NONE
先時,NONE
可下,NONE
喀喇沁奈曼,GRP
存米,NONE
客氏,PER
尚未可知,NONE
已遣官,NONE
帶妻,NONE
或州縣,NONE
所積,NONE
扎魯特四子,GRP
收罔有,NONE
數千石則,NONE
數當,NONE
有祿妻,NONE
烏朱穆,NONE
獲濟,NONE
登即,NONE
省府,NONE
秦喀爾喀科爾沁,NONE
積貯,NONE
統侍衛,NONE
縣積,NONE
繕冊,NONE
良多,NONE
英阿達,PER
豐歉,NONE
贍給,NONE
閔,NONE
黯等表賀,NONE
中柱,NONE
之慮,NONE
人性,NONE
以三藩,NONE
佛倫,PER
倘河務,NONE
兩請將,NONE
共勒,NONE
其人,NONE
刻恐,NONE
參陳良,NONE
取庫,NONE
吳正治,PER
圖之子,NONE
多羅達爾漢卓禮克圖,OFF
審四子,NONE
廑,NONE
彭蘇,NONE
懸之宮,NONE
懸欠,NONE
撫察,NONE
文僖,NONE
暫交,NONE
河庫,NONE
漕運有,NONE
漕運為,NONE
熟練,NONE
祭予,NONE
總督事務,NONE
聽政以,NONE
至今,NONE
舒數載,NONE
良謨供,NONE
良謨告,NONE
誤關,NONE
質審應,NONE
邁用,NONE
鄂爾濟,NONE
關報,NONE
非輕,NONE
不接,NONE
之人且,NONE
之子佐領,NONE
之莊,NONE
之言則,NONE
以東,NONE
伊祖德爾格爾戚,NONE
何敢,NONE
價轉,NONE
八什承襲,NONE
加恩並,NONE
可襲,NONE
噶納海,NONE
噶錫泰承襲,NONE
嚴泰為,NONE
大有裨益,NONE
如無伊主,NONE
官伊,NONE
屯所積,NONE
屯米,NONE
必多,NONE
收米,NONE
故應,NONE
散則,NONE
數目爾,NONE
族兄,NONE
此世,NONE
此米布,NONE
照時,NONE
玉田,LOC
登大有,NONE
皇莊,SYS
糶,NONE
職原,NONE
職著令,NONE
肩挑,NONE
莊頭,NONE
著速,NONE
處米,NONE
計畫,NONE
許令,NONE
詳為,NONE
豐潤,LOC
豐盈,NONE
軀此,NONE
辦理,NONE
進關轉,NONE
關此間,NONE
關監督,OFF
青黃,NONE
一人條,NONE
一員守備,NONE
一百五十五,NONE
不見,NONE
借庫,NONE
借用,NONE
大理,LOC
奏爾,NONE
守遊擊,OFF
官傳,NONE
履等察審,NONE
從雲南,NONE
擬罪,NONE
斬守備,NONE
本欲令,NONE
正紅旗護,NONE
法爾哈為,NONE
照監守,NONE
盜庫,NONE
絞濟寧道,NONE
總二員,NONE
總四員,NONE
職添,NONE
職減,NONE
自盜律,SYS
良謨侵,NONE
蘇丹為,NONE
設雲南,NONE
還補,NONE
銀應,NONE
隆私,NONE
集曉諭,NONE
韓作棟,PER
一員會,NONE
一處,NONE
丈量,NONE
之後亦,NONE
之後勸,NONE
之船,NONE
二百艘,NONE
今時,NONE
倉廩,NONE
偏沅巡,NONE
備用,NONE
傷斷,NONE
兩增,NONE
共九萬,NONE
共相樂,NONE
其值,NONE
其春時乏,NONE
凱音,PER
勉捐,NONE
勸諭,NONE
及逢儉,NONE
可舟,NONE
可遣賢能,NONE
告登,NONE
城北,NONE
增額,NONE
官員往,NONE
察看,NONE
屆,NONE
山產有,NONE
工所其,NONE
布聞,NONE
底,NONE
彼購,NONE
必賤,NONE
思積,NONE
所資,NONE
捐助者,NONE
數歲,NONE
時得,NONE
木匠,NONE
材木令,NONE
比戶,NONE
民異,NONE
民食,NONE
河朔,NONE
油,NONE
津口造,NONE
津渡,NONE
洮道,NONE
湍激,NONE
湖灘,NONE
漕南,NONE
照數,NONE
牟麥,NONE
王站,NONE
畢之後將,NONE
登高,NONE
百石,NONE
石之船,NONE
石出,NONE
祲,NONE
糜費,NONE
罹災,NONE
翁,NONE
自寧,NONE
至秋,NONE
至龍,NONE
船工,NONE
船運,NONE
蔣寅為,NONE
蔴,NONE
處雨澤霑,NONE
虞匱乏,NONE
行船,NONE
要務,NONE
詳明,NONE
豐收,NONE
豐稔,NONE
賦銀,NONE
輸則,NONE
輸委積,NONE
轉運之路,NONE
轉運至,NONE
通為,NONE
造可載,NONE
遇災,NONE
過水,NONE
量力,NONE
鋒統,NONE
鋸板,NONE
鐵匠,NONE
陡之處,NONE
陡絕,NONE
需鐵,NONE
預為,NONE
領碩鼐,PER
食者,NONE
飢餒,NONE
麥秋,NONE
佛葆襲,PER
各襲,NONE
吳爾圖,PER
喜子,PER
如龍為,NONE
宋犖,PER
德爾格爾弟,NONE
思翰,PER
歪庫,PER
統索柱,PER
綽什,PER
解退,NONE
魯為,NONE
倉積,NONE
六旗,GRP
右春坊,OFF
官發,NONE
庶子,OFF
王諾內,PER
碩達爾漢親,PER
貯米石,NONE
赫充,PER
額席,PER
令善,PER
各試,NONE
姚儀,PER
官員射,NONE
官林葵,PER
官鶴麗,PER
廣沅州,LOC
所能,NONE
沈莊,PER
為沅州,NONE
王廷彪,PER
舞長,NONE
蔡元署,PER
調湖,NONE
朱爾喀岱昂,PER
洛,NONE
並無實濟,NONE
什之子,NONE
俱降,NONE
儀衛事務,NONE
公長,PER
勤行,NONE
呼爾河種,NONE
喀喇沁,GRP
將班,NONE
拉克,NONE
泰掌,NONE
浮不稱,NONE
甚輕,NONE
碩端靜,NONE
管王,NONE
統之任,NONE
統班,NONE
統阿爾法,NONE
統隨該,NONE
臧,NONE
議差,NONE
達爾沙革,NONE
鄂羅斯,GRP
鑿,NONE
保節,NONE
嚴曾,NONE
孫志道,PER
孫氏,PER
完貞給,NONE
拒姦,NONE
王古魯子,NONE
董羅布,NONE
普充,NONE
濴,NONE
王澤弘,PER
莫里,NONE
世世,NONE
之信,NONE
五人漢軍江,NONE
令往,NONE
仰食,NONE
來京上,NONE
來時,NONE
侯尚,NONE
允中,NONE
南達,NONE
及爾,NONE
召入,NONE
哈密,LOC
噶爾丹眾,GRP
嚴加戒,NONE
困迫,NONE
圖以,NONE
坊,NONE
大草灘,LOC
婣,NONE
孫思克處,NONE
孫思克邊,NONE
密議,NONE
富察氏,GRP
實上,NONE
將軍薩布素,PER
巴爾之弟,NONE
往邊,NONE
思爾科爾沁自,NONE
時歸附,NONE
最近,NONE
有宜,NONE
本欲引,NONE
津,NONE
漆爾,NONE
漆爾是,NONE
潛行,NONE
烏喇佐,NONE
烏闌布,NONE
由邊,NONE
異心,NONE
當移,NONE
疑,NONE
疑爾,NONE
發寧夏,NONE
禮妻,NONE
第自,NONE
耶此,NONE
職貢,NONE
蘇爾達,NONE
行來,NONE
誘噶爾丹,NONE
貝子察汗,PER
近地,NONE
通之役,NONE
遇伊,NONE
遣爾屬,NONE
遺爾之書,NONE
附噶爾丹,NONE
隆恩,NONE
青海,LOC
領必,NONE
之水且,NONE
之麥,NONE
價得,NONE
公坡爾盆,NONE
利息,NONE
原銀,NONE
及早,NONE
可收,NONE
問老,NONE
善北地,NONE
因無,NONE
因違,NONE
土人,NONE
墾種,NONE
多種,NONE
大麥,NONE
失收爾,NONE
宜種,NONE
將雪拌種,NONE
尚爾翔,NONE
往北地,NONE
惟勤,NONE
惟將麥,NONE
成熟,NONE
招募,NONE
播種,NONE
收必藝,NONE
收成,NONE
收所給,NONE
文據,NONE
方為,NONE
早熟,NONE
早難,NONE
水泉,NONE
池塘,NONE
油麥,NONE
無怠,NONE
照驗,NONE
熄,NONE
王丹臻府,NONE
種地,NONE
種帶,NONE
種於京師,NONE
稻,NONE
米價,NONE
糧並,NONE
耐旱,NONE
耕諭,NONE
臨救視,NONE
菱角,NONE
蓄養,NONE
蕎麥,NONE
處督,NONE
觀之若將,NONE
言克勤,NONE
試為,NONE
謹識,NONE
貴戶部,OFF
農皆云,NONE
運販待,NONE
雖以,NONE
霜,NONE
須問,NONE
風寒宜,NONE
高其田,NONE
黍,NONE
不德,NONE
之斯舉,NONE
之樂錫民嘉祉丕慰,NONE
以媚,NONE
以民為,NONE
佑,NONE
俾三農常,NONE
光,NONE
含,NONE
吾民,NONE
咸藉,NONE
圖維,NONE
墾闢,NONE
天百,NONE
守土,NONE
寧居田疇,NONE
屢遣,NONE
巨僚,NONE
庶兆姓,NONE
康食,NONE
必舉告,NONE
忱,NONE
念國家,NONE
惟敬為,NONE
懷不益,NONE
或者,NONE
拯民,NONE
文蓋,NONE
斯民故,NONE
時霑,NONE
更置,NONE
有慶典,NONE
未有,NONE
本民以,NONE
歷代舊,NONE
永享,NONE
沛,NONE
滋端,NONE
焦勞罔間,NONE
神功,NONE
神求,NONE
神聳峙,NONE
祭文,NONE
福,NONE
章國,NONE
竭慮,NONE
臨西土,NONE
艱食,NONE
華山,LOC
蒸民猶未臻,NONE
蕃,NONE
虔,NONE
虔禮,NONE
虞書,NONE
蠲租發,NONE
請命,NONE
謹告,NONE
豐亨,NONE
賴雨澤順,NONE
重焉西,NONE
錫福,NONE
關中照,NONE
雨,NONE
靈布澤能,NONE
食為,NONE
默,NONE
例以,NONE
吳大禪,PER
哈番護,PER
如陣亡,NONE
沙喇哈番予,NONE
三為,NONE
乾清,LOC
侍衛漢,NONE
召諸王,NONE
大安,NONE
宮召,NONE
廣西鄉,NONE
張蓮為,PER
御乾,NONE
朔聖躬,NONE
李懋為,PER
李承紱,PER
檢討孫,PER
滿尚書,OFF
王奐,PER
王貫,PER
統上,NONE
統滿漢大學士,NONE
西暖閣,LOC
謝陳常為,NONE
進見,NONE
共輸雜,NONE
屬土官,NONE
平度,LOC
新設,NONE
曲阜,LOC
會理州,LOC
無徵糧,NONE
科則,SYS
管轄原,NONE
索利為,NONE
縣常氏,NONE
臨邑縣,LOC
起徵應,NONE
鄒平縣,LOC
陸車,NONE
三十三年,DATE
不服水土,NONE
之千總,NONE
之恩則,NONE
五處,NONE
加惠,NONE
加曉諭,NONE
南太慶,NONE
四省,NONE
土壤,NONE
土府,NONE
多嗣後思恩,NONE
奏劾,NONE
完及,NONE
實澤以,NONE
屬邊,NONE
屯地積,NONE
廣西省,LOC
廣資生,NONE
惠及,NONE
應徵,NONE
應徵錢,NONE
懷歷,NONE
推守備,NONE
撫遍,NONE
施恩,NONE
早夜,NONE
春夏,NONE
時切,NONE
李林盛,PER
泗城,LOC
滿候,NONE
營員,NONE
疏言思恩府,NONE
瘴毒,NONE
登康,NONE
磽,NONE
糧貴州省,NONE
糧雲南省,NONE
縣鎮安府,LOC
總督將,NONE
腹內,NONE
舟車,NONE
艱苦,NONE
西林,LOC
西隆,LOC
計者,NONE
議覆廣西,NONE
豁茲念育民之道,NONE
貴州雲南,LOC
遠省,NONE
選保題,NONE
邊省,NONE
閻無由,NONE
阜,NONE
非再沛,NONE
之米現,NONE
介休,LOC
價平,NONE
先運到,NONE
內亦交,NONE
八州,NONE
其運到,NONE
十萬石,NONE
學士德珠,PER
布爾哈,PER
忻州,LOC
應歸入,NONE
撫收,NONE
洛西爾哈和洛,NONE
渾母,NONE
無人糴,NONE
現運十萬,NONE
石數,NONE
碩妃,PER
端靜,NONE
著交,NONE
西督撫,OFF
貯免,NONE
起運外,NONE
逝遣,NONE
龍駒,NONE
一人親,NONE
三千六,NONE
下應,NONE
不解,NONE
主考,OFF
之語,NONE
人俱到,NONE
以其,NONE
伯費,NONE
住房,NONE
何忍,NONE
佛葆為,PER
依,NONE
依前,NONE
信乎况,NONE
俱堪,NONE
充為,NONE
刑具,NONE
參之事殊,NONE
參今,NONE
取米,NONE
右衛伊,NONE
右衛軍中,NONE
右衛量,NONE
和平,NONE
喻成,NONE
城令,NONE
城分,NONE
執小節,NONE
堪,NONE
大小事,NONE
如數,NONE
官員給,NONE
宮內,NONE
審則,NONE
將軍領,NONE
崇大體,NONE
年邁,NONE
庫勒納行,NONE
庶務何,NONE
徐倬,PER
必將,NONE
所奏將,NONE
揚古,PER
收割,NONE
時著,NONE
書班迪,PER
未遷,NONE
杜思噶爾尚,PER
楊廷耀,PER
此項,NONE
此體,NONE
每月,NONE
減去護,NONE
減照,NONE
減護,NONE
滿兵例,NONE
滿洲護,NONE
照前,NONE
畢理且,PER
當勸,NONE
當敦,NONE
疏言散,NONE
科順天,SYS
窮究,NONE
給之又益,NONE
給口,NONE
給餉,NONE
自耕,NONE
行刑,NONE
補倉,NONE
親問,NONE
親審將,NONE
計口給,NONE
訊朕實,NONE
誠往,NONE
調山東,NONE
請親,NONE
諳練,NONE
謂諸,NONE
貯倉,NONE
軍器,NONE
軍驍,NONE
選來,NONE
選到,NONE
銀一,NONE
駐右衛,NONE
龍為,NONE
久候,NONE
事無乃過,NONE
內有,NONE
六旬,NONE
力數,NONE
勞朕觀,NONE
多為,NONE
家中,NONE
少保予,NONE
年爾,NONE
御門聞,NONE
方始,NONE
時來,NONE
時齊,NONE
焦毓慶妻,NONE
煙,NONE
祺,NONE
節勞養體,NONE
聽政必,NONE
蒲州,LOC
謁陵命,NONE
賦以,NONE
辰刻,DATE
遲誤,NONE
郊,NONE
郭氏給,NONE
門外,NONE
隆科多,PER
集午,NONE
一不應,NONE
三級,NONE
之彼時,NONE
之識,NONE
之錯,NONE
事前,NONE
保無誤,NONE
公齊克,NONE
其錯,NONE
分量,NONE
則人,NONE
十三四,NONE
又察然,NONE
問爾,NONE
塔哈,NONE
天下事,NONE
官降,NONE
宜承認,NONE
實臣,NONE
將堂,NONE
將錯,NONE
對大學士,NONE
彌,NONE
所議,NONE
時有,NONE
此言,NONE
沈圖,NONE
烏得,NONE
無錯,NONE
猶憶,NONE
甚當,NONE
盧騰龍,PER
知其錯,NONE
祿為,NONE
精神,NONE
罪人,NONE
罪犯,NONE
耶以,NONE
自知,NONE
至重,NONE
認飾,NONE
誤行,NONE
誤議,NONE
辯處,NONE
過其本,NONE
釋放,NONE
錯,NONE
頒恩赦,NONE
領楊,NONE
七人漢軍于,NONE
三兩有,NONE
中仁妻,NONE
六頃,NONE
四石,NONE
妻孔氏,PER
曼王,NONE
柳命天,PER
牛紐妻,NONE
特四子,NONE
田木述,NONE
秦喀爾,GRP
郭爾羅斯扎魯特,GRP
一員至,NONE
一萬石,NONE
下散,NONE
二本,NONE
人員請,NONE
人皆童,NONE
付伊,NONE
以餘米,NONE
倉與否,NONE
價,NONE
價不貴,NONE
冀寧道,OFF
列擬,NONE
劉滋為,NONE
劉謙吉為,NONE
可召來,NONE
史陸,NONE
否山東,NONE
否若足,NONE
學政厄魯特巴,NONE
學政戶部,NONE
學政禮部,NONE
學政貴州,NONE
導王,NONE
岳宏譽,PER
平價,NONE
張倬為,NONE
思南,LOC
摺,SYS
據戶,NONE
數萬石,NONE
曾王,NONE
朝進,NONE
朱大任,PER
林麟,PER
正之人,NONE
正擬,NONE
此散,NONE
武之亨,PER
歷官,NONE
焻,NONE
王為,NONE
現在,NONE
用則,NONE
發回,NONE
相聚,NONE
綡,NONE
縣存,NONE
缺開,NONE
義暉,PER
處令,NONE
衛存,NONE
詳議繕,NONE
護衛,NONE
賑給,NONE
賣則,NONE
輿為,NONE
農來,NONE
迅速,NONE
選具,NONE
部查,NONE
陪,NONE
題順,NONE
餘石此,NONE
騎郎員,OFF
騎郎擬,NONE
騎郎護衛,OFF
似屬,NONE
共衝決,NONE
其上,NONE
危,NONE
即著,NONE
口北龍潭口,LOC
可緩,NONE
喀爾喀故,NONE
工二處,NONE
工自,NONE
常書,PER
廠,NONE
李家,NONE
李賢村,LOC
桃花,NONE
汪札爾襲,NONE
當速加,NONE
登子,NONE
益以,NONE
看運,NONE
糧常書,NONE
至西沽,LOC
蔡家營,LOC
車布,NONE
速有,NONE
險,NONE
不數,NONE
並無虧,NONE
之人及,NONE
之善,NONE
今安,NONE
任撫臣,NONE
假冒,NONE
兵民泣,NONE
其光榮,NONE
其家,NONE
冒稱,NONE
取者,NONE
善否,NONE
單璧以,NONE
多爾集,NONE
大城,NONE
存乎其人,NONE
孫窮困,NONE
富戶,NONE
將軍博霽調,PER
將軍郭丕以,PER
屬積,NONE
巴爾彌特子,NONE
庚屈,NONE
時聞,NONE
果善,NONE
桑額,PER
此輩,NONE
盡美,NONE
祖延泰散,NONE
空,NONE
純,NONE
自不待言,NONE
舉朝,NONE
觀之徒貽惡名,NONE
貧民,NONE
貧民得,NONE
間子,NONE
飢民者,NONE
乃實,NONE
之人必,NONE
之具,NONE
人止,NONE
人納木,NONE
以天壇,NONE
以止,NONE
修之路,NONE
僕千餘上,NONE
僮,NONE
兩旁殊,NONE
凡遇,NONE
則修,NONE
呈覽步,NONE
問爾來,NONE
喇克巴,PER
喇木扎,PER
嚴訊議,NONE
因乏,NONE
城有,NONE
城遣,NONE
壞令,NONE
實來,NONE
實情,NONE
專,NONE
尹方,PER
工價繕,NONE
廢棄,NONE
從山東,NONE
意視爾,NONE
應派,NONE
所運之米,NONE
挑沙,NONE
探是,NONE
據噶爾丹,NONE
有用,NONE
木巴,NONE
母故,NONE
流寓,NONE
滿丕往,NONE
為益,NONE
男子,NONE
留人,NONE
疏參,NONE
疏言噶爾丹,NONE
百艘,NONE
禁及,NONE
禁約殊,NONE
禁行,NONE
稍稍,NONE
納秦,NONE
細作,NONE
終制,NONE
給過,NONE
致遲,NONE
若云,NONE
若毀,NONE
萬安查,NONE
著止,NONE
葺,NONE
行中,NONE
請安進,NONE
貢臣,NONE
貪戀祿位,NONE
路上,NONE
軍伯費,NONE
轉運之船,NONE
迎問,NONE
鋪路,NONE
陽為,NONE
音布,NONE
領凱,NONE
餘人稱,NONE
餘婦,NONE
備果,NONE
優如有,NONE
先慮,NONE
北建築,NONE
古聖,NONE
妃,OFF
學者,NONE
故用,NONE
數人,NONE
數人學問,NONE
無不該,NONE
石壩,NONE
礪,NONE
行之道,NONE
訓詞,NONE
迤,NONE
一人傅,NONE
不流,NONE
仍管,NONE
仰體,NONE
傅德為,PER
優賜卹,NONE
力諭,NONE
善者,NONE
圖俱革,NONE
女王,NONE
委用,NONE
婦,NONE
學士陶,PER
官額爾赫,PER
將董,PER
惟傅,NONE
惻著,NONE
愛恤,NONE
所運米,NONE
拉塔,PER
授湖廣,NONE
星安,PER
星安等,PER
星安額爾赫圖,NONE
殞命,NONE
溘逝,NONE
烈,NONE
甚屬,NONE
直隸烈,NONE
石乏,NONE
職得旨,NONE
自于,NONE
茲聞,NONE
西定,NONE
軍民,NONE
達佳為,NONE
鎮平將,NONE
上問,NONE
上習,NONE
不來,NONE
不奮,NONE
不思圖,NONE
並無黨類,NONE
之人以,NONE
之家愿,NONE
之布彥,NONE
之恩,NONE
之爾,NONE
人妄行,NONE
今觀,NONE
何得,NONE
免冠,NONE
其人果,NONE
冬季,NONE
分斷,NONE
力漸,NONE
勉以,NONE
勞以愧,NONE
同旗,NONE
同部,NONE
因布彥,NONE
因限隔,NONE
國共知,NONE
圖者,NONE
圖著革,NONE
奏銷,SYS
如布彥,NONE
孰無黨者,NONE
安分,NONE
寬貸,NONE
尚書當,NONE
尚書索諾,PER
履保舉,NONE
常滿洲,NONE
強勝此,NONE
必加處,NONE
忠誠勉,NONE
恩所行,NONE
惡,NONE
惡舉,NONE
惡非,NONE
援引,NONE
支解,NONE
旗員,GRP
杜徵新,PER
欺其,NONE
漕輕,NONE
漢人,GRP
焉能,NONE
甚惡,NONE
糧例,SYS
素樸,NONE
總督王,PER
耶庫勒納,PER
職服,NONE
補舊,NONE
誠忠實,NONE
謝罪,NONE
阻之爾為,NONE
佛寺,NONE
博和齊昂,PER
阿蘭泰,PER
婦戴氏,PER
西節,NONE
達巴漢,PER
三十四年,DATE
丹達,PER
例命,NONE
吳赫為,PER
宣化,LOC
故漢軍都統,OFF
監督,OFF
需馬匹,NONE
故雲南,NONE
盧氏,PER
貴妃,OFF
嶺峰,NONE
沙澗,NONE
營北,NONE
遷安縣,LOC
一百六十六,NONE
並給,NONE
五人漢,NONE
八項,NONE
六千五百,NONE
兵先進,NONE
兵繼之若索,NONE
其無水,NONE
分置,NONE
口外,NONE
可會,NONE
嗣後若索,NONE
山之西,NONE
山以,NONE
岳爾濟,PER
岳爾濟山,LOC
常舒妻,NONE
形勝,NONE
惟索,NONE
掘井,NONE
擬派,NONE
整兵,NONE
東北,NONE
枯倫貝爾,LOC
根三處,NONE
烏喇及,NONE
烏喇及爾處,NONE
烏喇墨爾,LOC
烏爾會,NONE
琓,NONE
科爾沁喀爾,GRP
程站,NONE
索岳爾濟,LOC
繼之總期,NONE
聲息爾,NONE
至索,NONE
薩布素,PER
處兵,NONE
警則,NONE
赫氏,GRP
軍之地,NONE
軍陳應,NONE
進科爾沁兵,NONE
遵諭查,NONE
選妻,NONE
一員新,NONE
兩翼應,NONE
分如例,NONE
各立,NONE
員不謹,NONE
學設,NONE
官三員,NONE
官九員,NONE
幼童,NONE
支全,NONE
教官,OFF
書義應,NONE
朔禮,NONE
給全,NONE
老疾官,NONE
衙門止,NONE
諸佐領,OFF
之文,NONE
僉書,OFF
僉書四項,NONE
僉書署,NONE
大員品級,NONE
奏聞予,NONE
官員品級,NONE
專任,NONE
應有,NONE
或經,NONE
所千總改,NONE
改外,NONE
改授,NONE
營千總改,NONE
管屯,NONE
衛千總,OFF
記明,NONE
遊擊應,NONE
回宮予,NONE
沙哈禮,PER
賀以,NONE
進才,NONE
不良,NONE
伊應,NONE
倒壞,NONE
加恩,NONE
即曉諭,NONE
嚴泰,PER
壓斃,NONE
官周,NONE
將被災,NONE
巡撫噶爾圖,PER
往彼處,NONE
恐因,NONE
所奏外,NONE
搶奪,NONE
救護候,NONE
散且,NONE
書馬齊,NONE
朔奉,NONE
本旗漢,NONE
毋妄遷,NONE
法喀為,NONE
洪洞,LOC
爾到,NONE
爾會同,NONE
眾民,NONE
糧停,NONE
興親,NONE
被災,NONE
設廠,NONE
賑救爾眾民,NONE
賑濟務令,NONE
賑濟戶,NONE
身率領,NONE
部尚,NONE
重處爾,NONE
除噶爾圖,NONE
一二百名,NONE
不成,NONE
中動支,NONE
之南昆,NONE
二萬石,NONE
倫及,NONE
價翔貴,NONE
公議確,NONE
兵民均,NONE
參右,NONE
取道,NONE
可選,NONE
可食,NONE
喀爾喀貝勒,OFF
嘉峪關,LOC
地事遇,NONE
堪河,NONE
報噶爾丹,NONE
外過,NONE
失應,NONE
如二萬石,NONE
實據,NONE
將軍副,OFF
嵩祝,PER
布坦,NONE
幹員往,NONE
張素儀,PER
戴青探,NONE
投達賴,NONE
探,NONE
探擇,NONE
支應,NONE
敖拉,PER
有告,NONE
朱都,PER
林隆,PER
根敦,PER
檄喀爾,NONE
此機斷,NONE
河往,NONE
海運米,NONE
粟,NONE
糧乏,NONE
糧希福,NONE
糴,NONE
納學士,PER
給令,NONE
統方額,PER
統諸臣,NONE
統齊蘭布,PER
聞噶爾丹將,NONE
職護,NONE
能者,NONE
虛費,NONE
行裝,NONE
衛將,OFF
計會散,NONE
詳察窮乏,NONE
諸地,NONE
諸扎薩克凡,NONE
軍博霽,PER
軍希福,PER
軍知,NONE
送馬匹,NONE
達作速,NONE
還奏言,NONE
部員賢,NONE
院所,NONE
雖市,NONE
青經行,NONE
領札木素,NONE
額濟內,NONE
餘一萬石,NONE
麥禾,NONE
亳濟,NONE
以聞尋,NONE
何妨,NONE
其職,NONE
准承襲,NONE
參贛州,NONE
及親,NONE
同父,NONE
如無親,NONE
孫將,NONE
孫承襲,NONE
宜削,NONE
宜設,NONE
帶貨,NONE
搜出,NONE
昆弟,NONE
暴戾,NONE
未嘗禁,NONE
棄置,NONE
楊奉,PER
營房,NONE
獲罪革,NONE
甚暴,NONE
等寧夏,NONE
等茲後世,NONE
罪革斥,NONE
者則,NONE
職若以,NONE
